sid,ticker,name,sector,subindustry,market_cap,last_price,pe,roe,pb,4w_return_pct,1d_return_pct
RELI,RELIANCE,Reliance Industries Ltd,Energy,Oil & Gas - Refining & Marketing,1882366.9433894,1391.0,27.026862844437744,7.197219819635489,1.8644200361216925,-10.494820153143293,-0.40810481850075503
HDBK,HDFCBANK,HDFC Bank Ltd,Financials,Private Banks,1439434.74157055,935.5,20.33322491615324,14.047097534079553,2.67479130538493,-6.055432817834903,0.3002037096601216
BRTI,BHARTIARTL,Bharti Airtel Ltd,Communication Services,Telecom Services,1182692.9219188099,1967.9,35.245243693957555,25.908885247977484,7.706461502445204,-6.623962040332143,0.5210195637738185
TCS,TCS,Tata Consultancy Services Ltd,Information Technology,IT Services & Consulting,1137671.43915992,3144.4,23.43153747780611,51.90336201827997,11.879080715038164,-4.046383887702164,-1.7405706071685203
ICBK,ICICIBANK,ICICI Bank Ltd,Financials,Private Banks,989615.7273391199,1383.6,19.393134033098708,17.044528468970086,3.010305256525488,2.2616407982261575,1.162535643781521
SBI,SBIN,State Bank of India,Financials,Public Banks,984168.4470193199,1066.2,12.68890627609559,16.57966960572751,1.9486068598611748,10.389812082621527,0.25387870239774757
INFY,INFY,Infosys Ltd,Information Technology,IT Services & Consulting,671382.31806315,1659.5,25.133168047884926,28.931464714291902,6.978808540930637,-0.47976011994003,-0.42004200420042004
BJFN,BAJFINANCE,Bajaj Finance Ltd,Financials,Consumer Finance,581321.55111577,935.15,34.939766815350225,18.946202587861993,5.8756804576712485,-6.278813389456803,0.0
HLL,HINDUNILVR,Hindustan Unilever Ltd,Consumer Staples,FMCG - Household Products,552764.84029812,2352.6,51.90767586610199,21.08044975849236,11.142430613358867,2.818932738953717,-1.0847628657921369
LART,LT,Larsen and Toubro Ltd,Industrials,Construction & Engineering,541014.25824041,3932.9,35.97860614442605,13.798467139801561,4.688015652883947,-3.01109741060419,3.661043753294678
LIC,LICI,Life Insurance Corporation Of India,Financials,Insurance,519282.3112521,821.0,10.746663179909973,45.93116095254424,4.072685531161218,-3.1439863151064684,-0.13987715137140147
HCLT,HCLTECH,HCL Technologies Ltd,Information Technology,IT Services & Consulting,465780.65135424,1721.6,26.784396282589995,25.213129965783217,6.685238921163722,3.8484738810471684,-0.46253469010175763
MRTI,MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,Four Wheelers,455946.6128148,14502.0,31.444160274672086,15.945158209526376,4.737604806476315,-12.685893190438918,-2.520669489816495
AXBK,AXISBANK,Axis Bank Ltd,Financials,Private Banks,423491.46796748997,1363.7,15.094985119198965,16.245299058540695,2.2541654888214544,11.277029783761733,3.3262615547810346
KTKM,KOTAKBANK,Kotak Mahindra Bank Ltd,Financials,Private Banks,410186.3854702,412.4,18.538668121525852,15.394079141994343,2.604534119102022,-4.906843755764639,0.0
MAHM,M&M,Mahindra and Mahindra Ltd,Consumer Discretionary,Four Wheelers,406288.01037072,3384.4,31.424307211694543,14.972524720571585,4.360564036989578,-6.4798695736273455,-1.8786965093354904
ITC,ITC,ITC Ltd,Consumer Staples,FMCG - Tobacco,399181.24807866,318.6,11.488344281982455,47.831412813357964,5.670354105228931,-21.167883211678824,-0.7940214852872348
SUN,SUNPHARMA,Sun Pharmaceutical Industries Ltd,Health Care,Pharmaceuticals,381326.3067821,1589.3,34.89110725023422,15.65631695122816,5.260692682955802,-7.588091638562624,-1.3224885135974143
ULTC,ULTRACEMCO,UltraTech Cement Ltd,Materials,Cement,374054.900373,12717.0,61.938746002805026,9.001721460300363,5.062090834318538,8.33120368004089,-0.3916346831675413
TITN,TITAN,Titan Company Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",349469.2210822,3939.7,104.72556819964039,31.755245753437695,30.064454669838266,-1.623092865882588,-0.8930368283356812
NTPC,NTPC,NTPC Ltd,Utilities,Power Generation,347286.09758921,358.15,14.827054783708041,13.149637260833101,1.8170846996767216,10.1152959262106,2.901881913518163
ONGC,ONGC,Oil and Natural Gas Corporation Ltd,Energy,Oil & Gas - Exploration & Production,346448.309054034,275.39,9.563632046233407,9.872627096488188,0.9257503920370539,17.402054823719993,2.535557375828432
APSE,ADANIPORTS,Adani Ports and Special Economic Zone Ltd,Industrials,Ports,326655.32091444,1417.8,29.448809212367827,18.517618582608744,5.015996274640248,-3.8975123703653494,2.5978724943917695
BAJE,BEL,Bharat Electronics Ltd,Information Technology,Electronic Equipments,324919.66894905,444.5,61.05859860283118,29.289197137260363,16.251809721237567,10.696052795417753,-1.8763796909492274
BJFS,BAJAJFINSV,Bajaj Finserv Ltd,Financials,Insurance,311208.42076555,1948.1,35.076369149133654,7.641623481633527,2.423095624628653,-3.1903791681160882,0.4019996907694663
HIAE,HAL,Hindustan Aeronautics Ltd,Industrials,Aerospace & Defense Equipments,307703.3775,4601.0,36.788449904532804,26.0861496986136,8.795251745239483,3.439748201438849,-0.49740484429065746
JSTL,JSWSTEEL,JSW Steel Ltd,Materials,Iron & Steel,302265.22899375,1237.5,86.26290781785103,4.338190687251613,3.6983387861709294,12.807657247037374,1.5426273898416307
HZNC,HINDZINC,Hindustan Zinc Ltd,Materials,Mining - Diversified,302194.81488,715.2,29.189106044624747,72.59913747764804,22.677083511931563,10.430016212460446,0.9884213499011578
VDAN,VEDL,Vedanta Ltd,Materials,Metals - Diversified,299502.659372085,766.35,19.982830222316853,31.283003903070277,5.5718315140008,26.397822859970326,3.968253968253968
COAL,COALINDIA,Coal India Ltd,Materials,Mining - Coal,280866.343503025,455.75,7.943466048658214,38.53066095781682,2.8100490702267793,12.614282184334078,2.634838419096946
BAJA,BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Two Wheelers,265619.3193112,9512.0,36.26335978407389,22.835842276921877,7.54841588039359,4.902122966639095,0.83214077489797
ADAN,ADANIPOWER,Adani Power Ltd,Utilities,Power Generation,258183.49271053998,133.88,19.954253202625917,25.585441251409144,4.465904439976447,-5.778028010415939,-0.6235154394299313
TISC,TATASTEEL,Tata Steel Ltd,Materials,Iron & Steel,252566.81013751202,202.32,73.83893341563432,3.722284541241344,2.764741370076663,19.067796610169495,4.369357750838277
ADEL,ADANIENT,Adani Enterprises Ltd,Industrials,Commodities Trading,251633.5591276,2019.2,35.38174555644297,14.13111531329148,4.456021850854738,-9.151444254476733,1.2282548754198626
WIPR,WIPRO,Wipro Ltd,Information Technology,IT Services & Consulting,251197.52659562003,239.8,19.123705908888972,16.609532961995853,3.024847179839533,-10.13678096308788,1.0322308826627415
ZOM,ETERNAL,Eternal Ltd,Communication Services,Online Services,250902.93259294503,275.35,476.0966462864232,2.078239608801956,8.277892860209338,-2.323518978361105,3.39842283139317
NEST,NESTLEIND,Nestle India Ltd,Consumer Staples,FMCG - Foods,248347.6012728,1287.9,77.42498301615863,87.26829998231547,61.928826987314864,1.1148622124519152,-0.3481894150417827
PGRD,POWERGRID,Power Grid Corporation of India Ltd,Utilities,Power Transmission & Distribution,242280.72948495,260.5,15.609423448143337,17.264467549594038,2.6146490645486575,-1.8277746372715367,0.2694380292532674
AVEU,DMART,Avenue Supermarts Ltd,Consumer Discretionary,Retail - Department Stores,238636.83069696,3667.2,88.12225563214422,13.4982419517078,11.137358095131777,-2.9070691024622763,-1.833659019728565
ASPN,ASIANPAINT,Asian Paints Ltd,Materials,Paints,231596.3850544,2416.0,63.15294788011657,18.576375037896323,11.545730483467562,-12.46376811594203,-3.8139979297714857
IOC,IOC,Indian Oil Corporation Ltd,Energy,Oil & Gas - Refining & Marketing,230303.27678834702,163.09,16.936754424845855,7.172090313914273,1.2056206606432227,2.097157881557527,0.1473748848633768
HALC,HINDALCO,Hindalco Industries Ltd,Materials,Metals - Aluminium,228964.81941535498,1024.05,14.309406875529966,13.921297383829684,1.8506544516723513,15.862420093907328,2.589661390502896
SBIL,SBILIFE,SBI Life Insurance Company Ltd,Financials,Insurance,200194.92055994,1996.3,82.95484214972839,15.133296607408782,11.78632883984965,-1.0311833820831866,-2.771283849600617
EICH,EICHERMOT,Eicher Motors Ltd,Industrials,Trucks & Buses,193559.25658905,7056.5,40.8832420706673,24.068108348274933,9.088786771390494,-3.9801333514763915,-0.205062933107057
SRTR,SHRIRAMFIN,Shriram Finance Ltd,Financials,Consumer Finance,192438.63109728,1022.8,20.142584965728894,18.001194763727987,3.407813786147717,6.171173509108831,0.39261876717707106
GRAS,GRASIM,Grasim Industries Ltd,Materials,Cement,192115.364318295,2831.7,51.84348468251327,2.4973131852977937,1.2172772915110162,0.2904196918717839,-0.26064597935965944
INGL,INDIGO,Interglobe Aviation Ltd,Industrials,Airlines,178643.7463858,4621.0,24.61200076956355,127.73588392126491,19.069164448431938,-9.06228475843747,-2.695304274584123
LRTI,LTIM,LTIMindtree Ltd,Information Technology,IT Services & Consulting,177692.1519065,5995.0,38.63964857601062,21.520477140898358,7.823884459701032,-0.9663830841661849,-0.3407863020530297
HYU,HYUNDAI,Hyundai Motor India Ltd,Consumer Discretionary,Four Wheelers,174696.3365,2150.0,30.973319569094816,41.83810471876841,10.7198947808297,-6.922377592103558,-0.5136273194206612
TVSM,TVSMOTOR,TVS Motor Company Ltd,Consumer Discretionary,Two Wheelers,173597.9117985,3655.0,77.65298708086576,26.37303003884767,18.385188286132458,0.6138684724860347,-1.9686728891749836
TEML,TECHM,Tech Mahindra Ltd,Information Technology,IT Services & Consulting,173257.7600778,1768.4,40.75214867171583,15.477306442658621,6.234154804412827,9.180712477619315,0.3119859322706903
TMC,TMCV,Tata Motors Ltd,Industrials,Trucks & Buses,173143.22115846002,470.2,-2164290.26448075,,8657161.057922998,12.947393706461682,0.4808206004915055
MUTT,MUTHOOTFIN,Muthoot Finance Ltd,Financials,Consumer Finance,164268.85632492,4091.7,30.803028818372077,19.13236554797988,5.476875446140573,7.758552579600219,3.443306788016681
JIO,JIOFIN,Jio Financial Services Ltd,Financials,Consumer Finance,161687.45430535,254.5,100.26569326694946,1.2279655311608273,1.309247048462175,-14.165261382799326,-0.27429467084639053
DIVI,DIVISLAB,Divi's Laboratories Ltd,Health Care,Labs & Life Sciences Services,160369.569178,6041.0,73.19469154632588,15.353889278206026,10.7134457330483,-6.013224426293271,-2.3755656108597285
BPCL,BPCL,Bharat Petroleum Corporation Ltd,Energy,Oil & Gas - Refining & Marketing,159201.45888216002,366.95,11.93722955953073,16.987159340205537,1.9561744616657213,0.4929481035191049,1.2694908237891447
DLF,DLF,DLF Ltd,Real Estate,Real Estate,158061.02898663,638.55,36.189281344675116,10.65509271993563,3.714693578238374,-8.069392456089846,2.0781712093357845
VARB,VBL,Varun Beverages Ltd,Consumer Staples,Soft Drinks,157955.785456145,467.05,60.8777269510009,21.781458426900265,9.436032403094988,-3.7902976619631223,-0.2882152006831695
IRF,IRFC,Indian Railway Finance Corp Ltd,Financials,Specialized Finance,156900.483036,120.06,24.131110894493997,12.768254607873,2.9790606861843547,-11.901966539477547,-0.07490636704120134
HDFL,HDFCLIFE,HDFC Life Insurance Company Ltd,Financials,Insurance,156840.99712336002,727.1,86.61324544866976,11.75057493342192,9.708739488973437,-2.6183620170093023,-0.20587427944002196
BOB,BANKBARODA,Bank of Baroda Ltd,Financials,Public Banks,156407.849103855,302.45,7.54997500059639,15.432291114562467,1.0585960289876626,5.199999999999996,-1.2246897452645331
PIDI,PIDILITIND,Pidilite Industries Ltd,Materials,Diversified Chemicals,145492.39801472,1429.6,70.07494221030328,22.355485424583982,14.610956481650495,-1.8536317451599618,-2.129116177175336
ICIAI,ICICIAMC,ICICI Prudential Asset Management Company Ltd,Financials,Asset Management,144017.0475576,2913.8,54.33252380825906,82.83597248655424,40.94953213805183,10.87940941436128,2.9975256274301936
PNBK,PNB,Punjab National Bank,Financials,Public Banks,143949.1144317,125.25,7.789332008951154,15.10358892991322,1.0761231908231963,5.6427125506072855,0.6024096385542169
ADNA,ADANIGREEN,Adani Green Energy Ltd,Utilities,Renewable Energy,141459.4881914,858.8,97.96363448157896,7.216211488968292,6.26675622165419,-15.439149271366686,4.362620002430426
TATAC,TATACAP,Tata Capital Ltd,Financials,Consumer Finance,139593.04964439,331.05,38.09167825784386,12.432532833498007,4.061403850623379,-1.9982238010657194,-2.1864381740286536
CHLA,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Financials,Consumer Finance,139169.98967729,1648.9,32.648319064745344,19.706471717743526,5.879919407338978,-2.368405471016638,0.7392473118279653
BRIT,BRITANNIA,Britannia Industries Ltd,Consumer Staples,FMCG - Foods,137848.9258008,5723.0,63.27031151211946,52.20177924943753,31.46287552627975,-4.925658277265554,-0.4435939810385318
UNBK,UNIONBANK,Union Bank of India Ltd,Financials,Public Banks,136977.419012008,179.44,7.59847578360456,17.052274176053217,1.203307647516525,19.7384225276925,-1.368658275160781
CNBK,CANBK,Canara Bank Ltd,Financials,Public Banks,136350.02974032,150.32,7.77383475119002,17.56242182971462,1.279002246581448,0.2467489163054382,-4.703943197667057
TREN,TRENT,Trent Ltd,Consumer Discretionary,Retail - Apparel,135931.29533718,3823.8,87.88358289618016,31.93739385398443,24.34578736409259,-10.850508253287318,-1.0403726708074488
TORP,TORNTPHARM,Torrent Pharmaceuticals Ltd,Health Care,Pharmaceuticals,133012.4423744,3930.1,69.59447606247215,26.459073402903353,17.523102955646984,3.459078105667731,-0.7224593932351507
ABUJ,AMBUJACEM,Ambuja Cements Ltd,Materials,Cement,132502.09753819,536.05,31.794678624041616,7.269580094674474,2.076463704117382,-3.1176576902223028,0.3932952523644365
TAMO,TMPV,Tata Motors Passenger Vehicles Ltd,Consumer Discretionary,Four Wheelers,129544.41770214,351.8,4.654847923181459,25.786664689967015,1.055317282549978,-2.1418636995827507,3.3338228814804003
PWFC,PFC,Power Finance Corporation Ltd,Financials,Specialized Finance,127647.9360768,386.8,5.552128701720384,15.886201316407677,0.8227111395265246,9.219257376817744,0.9789844667797938
INBA,INDIANB,Indian Bank,Financials,Public Banks,122506.37407195,909.5,10.878364376227085,17.085789126527192,1.7122948403196916,17.26405363589479,1.2411643568764932
SLIN,SOLARINDS,Solar Industries India Ltd,Materials,Commodity Chemicals,120596.0962985,13327.0,99.71234314930874,30.322532928344273,26.505102572902384,6.795416299382963,-4.232538085656798
MOSS,MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,Auto Parts,120023.17234018799,113.88,31.560129461001317,11.639936336924583,3.2326426421802124,-4.157549234135666,2.198689760387677
BJAT,BAJAJHLDNG,Bajaj Holdings and Investment Ltd,Financials,Asset Management,119384.548177,10727.0,18.308632115564812,9.614664808907161,1.6428525176601982,-4.180437695399732,0.2148729446935725
GOCP,GODREJCP,Godrej Consumer Products Ltd,Consumer Staples,FMCG - Personal Products,118215.44644293,1155.3,63.82089642224804,15.05782544774939,9.848070167322842,-3.925155925155929,-1.4080901177675371
JNSP,JINDALSTEL,Jindal Steel Ltd,Materials,Iron & Steel,117987.91972811999,1159.6,41.956779995277486,6.102052544879872,2.4881824481692267,16.589583752262204,3.591209576558854
TTPW,TATAPOWER,Tata Power Company Ltd,Utilities,Power Transmission & Distribution,117093.217699815,366.45,29.487085796981933,9.812350836391074,2.7482774202863016,-3.145235892691961,3.210815378115752
BSEL,BSE,BSE Ltd,Financials,Stock Exchanges & Ratings,116552.70387432,2861.6,87.90525901418673,33.021931768936874,25.47210347582228,8.324185183783174,1.4212298422824707
BHRI,INDUSTOWER,Indus Towers Ltd,Communication Services,Telecom Infrastructure,116443.507979605,441.55,11.724428645610015,33.36306269536138,3.583064590443346,5.043416200785058,3.8208323536327295
ABB,ABB,ABB India Ltd,Industrials,Heavy Electrical Equipments,115998.644475,5474.0,61.97700651567615,28.75023041474651,16.39464121816434,5.5432372505543235,8.535739070090216
ASOK,ASHOKLEY,Ashok Leyland Ltd,Industrials,Trucks & Buses,113988.02143611202,194.06,36.68984853743789,22.46465493710106,7.194006222592817,10.980212741621862,-0.6501817437157683
CUMM,CUMMINSIND,Cummins India Ltd,Industrials,Industrial Machinery,112149.576,4045.8,56.07647029410877,28.220396621352783,14.831853360488799,-6.980273141122901,0.5417495029821119
HROM,HEROMOTOCO,Hero MotoCorp Ltd,Consumer Discretionary,Two Wheelers,111645.539496,5580.0,25.498698063254814,23.515776346409897,5.753711691504214,-0.8880994671403197,1.2244897959183674
GAIL,GAIL,Gail (India) Ltd,Utilities,Gas Distribution,110820.23425481399,167.38,8.901366628766237,15.328843449116606,1.3000892798212071,-1.772300469483574,-0.4520042821458255
SIEM,SIEMENS,Siemens Ltd,Industrials,Conglomerates,110265.59196315,3096.3,52.402619505346514,19.08944620508895,7.175899672861039,0.18767189775117885,3.874798711755233
ADAI,ADANIENSOL,Adani Energy Solutions Ltd,Utilities,Power Infrastructure,109809.24630521999,914.1,103.59656056795953,5.774139240771803,4.771978861879793,-10.051660516605164,3.6394557823129277
TACN,TATACONSUM,Tata Consumer Products Ltd,Consumer Staples,Tea & Coffee,109563.11373568,1107.2,85.6986192368065,6.5855655541856395,5.122093366417488,-5.625639277190589,-2.173528892030386
HDFA,HDFCAMC,HDFC Asset Management Company Ltd,Financials,Asset Management,108970.24653464,2544.2,44.29342714775688,32.36027622492601,13.40349084496291,-3.464238284955423,2.688085243784304
VODA,IDEA,Vodafone Idea Ltd,Communication Services,Telecom Services,108884.750176005,10.05,-3.9763049941207105,,-1.5484135451265069,-16.31973355537052,1.005025125628155
GROWO,GROWW,Billionbrains Garage Ventures Ltd,Financials,Investment Banking & Brokerage,106976.082421968,173.28,58.63759478500296,49.31949019549534,22.032166415464683,4.517763435671639,0.6973500697350004
CIPL,CIPLA,Cipla Ltd,Health Care,Pharmaceuticals,106699.74962493,1320.9,20.236954933301348,18.152441369299986,3.4101088912303745,-12.244220037204355,-0.5645889792231256
BOSH,BOSCHLTD,Bosch Ltd,Consumer Discretionary,Auto Parts,106221.34446,36015.0,52.71007565502181,15.579315196635518,7.6897877017077745,0.6990074094785405,-0.4698079314633135
POLC,POLYCAB,Polycab India Ltd,Industrials,Electrical Components & Equipments,105646.44356525,7017.5,52.30073741584069,22.25854882742018,10.664033145440506,-7.052980132450331,1.2918591224018476
IDBI,IDBI,IDBI Bank Ltd,Financials,Private Banks,105169.245673675,97.81,13.782439245004046,13.504319941102972,1.7021841860609748,-3.635467980295564,-1.866158322464131
MAZ,MAZDOCK,Mazagon Dock Shipbuilders Ltd,Industrials,Shipbuilding,101538.8136,2517.2,42.07101424895692,34.033003486482386,12.788456954009384,-2.2408637228630344,0.46296296296295936
REDY,DRREDDY,Dr Reddy's Laboratories Ltd,Health Care,Pharmaceuticals,100649.1684891,1208.9,17.79794671873175,18.188806443001386,2.9666042340143957,-5.057724024189104,-1.1124744376278044
GMRI,GMRAIRPORT,GMR Airports Ltd,Industrials,Construction & Engineering,99444.435515936,94.18,-253.13589287497945,,-55.982455887598775,-8.251339503166097,0.28750931743159436
RECM,RECLTD,REC Limited,Financials,Specialized Finance,98824.89672,375.3,6.22157301424117,21.50494383837246,1.2609066686944959,4.9496644295301975,-0.5827814569536394
APLH,APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Health Care,Hospitals & Diagnostic Centres,97787.9452257,6801.0,67.6311952594924,15.70051850042076,8.81131241896738,-4.881118881118881,-1.1123227917121048
SHCM,SHREECEM,Shree Cement Ltd,Materials,Cement,97616.463714,27055.0,86.94252938179655,5.305775454036823,4.52377937476713,2.929427430093209,-1.5465793304221251
LUPN,LUPIN,Lupin Ltd,Health Care,Pharmaceuticals,97430.13576666,2132.1,29.689645896435287,20.725279305793272,5.633639643389893,1.2970353477764978,0.12209438835406945
UNSP,UNITDSPR,United Spirits Ltd,Consumer Staples,Alcoholic Beverages,96766.75748311999,1330.4,61.16735618402022,20.7816091954023,11.940616668696938,-6.749842293404357,0.27888746513907026
LGE,LGEINDIA,LG Electronics India Ltd,Consumer Discretionary,Home Electronics & Appliances,95896.96354176,1412.8,43.52345236856773,45.23188283814492,16.062685575412427,-7.804750717828252,0.1985815602836847
LOD,LODHA,Lodha Developers Ltd,Real Estate,Real Estate,95027.61187912,951.4,34.37673620052817,14.621980312190889,4.689710895677837,-11.497674418604653,2.4001722096652625
PERS,PERSISTENT,Persistent Systems Ltd,Information Technology,Software Services,94914.111619,6070.0,67.78804680822196,24.832620659443542,15.02026589656389,-3.5129550151009377,-2.3016256236922583
IHTL,INDHOTEL,Indian Hotels Company Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",94601.30580642,664.6,49.59205374657028,16.92302096492598,7.619545540365715,-10.310391363022939,1.2800975312404719
MRCO,MARICO,Marico Ltd,Consumer Staples,FMCG - Personal Products,94548.342631535,729.95,58.040725986209324,38.62477771191464,22.163230809079934,-1.9609159895238615,-0.909522839883246
CGPO,CGPOWER,CG Power and Industrial Solutions Ltd,Industrials,Heavy Electrical Equipments,92965.91070927,590.3,95.38878587037762,27.623150615044494,23.024871201489486,-9.850335980452048,1.4348311710627903
MAXE,MAXHEALTH,Max Healthcare Institute Ltd,Health Care,Hospitals & Diagnostic Centres,92688.11888908001,952.6,86.15098234847754,12.096007591203781,9.880546142210692,-11.287018066679078,-0.6259127894846651
HPCL,HINDPETRO,Hindustan Petroleum Corp Ltd,Energy,Oil & Gas - Refining & Marketing,92049.60208541999,432.6,13.665929611684094,13.737125460048919,1.7998021301189238,-7.445442875481377,-0.1500288517022452
ICIL,ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,Insurance,90930.31143168,1825.6,36.25191322840667,18.795609020099874,6.277476303811417,-6.095365464739468,0.18658764131269145
BHEL,BHEL,Bharat Heavy Electricals Ltd,Industrials,Heavy Electrical Equipments,90707.75039775,260.5,169.89651694652576,2.172055342456723,3.6690867787341404,-7.1962949768436015,0.3273637589062287
DABU,DABUR,Dabur India Ltd,Consumer Staples,FMCG - Personal Products,90538.01482974,510.45,51.22000352434615,16.432873742524407,8.076352808029432,4.525442817651267,-1.0276296655356298
ICIR,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,Insurance,90534.15848451,625.3,76.36662265040691,10.336562564575132,7.586377366141305,-3.681454097350599,-2.6618929016189328
ADTB,ABCAPITAL,Aditya Birla Capital Ltd,Financials,Diversified Financials,90120.09424626999,344.3,27.04424972579763,10.928357101266007,2.7860374978945535,-0.8923431203223852,-1.1484352569623888
CADI,ZYDUSLIFE,Zydus Lifesciences Ltd,Health Care,Pharmaceuticals,89625.2614893,890.7,19.804499279482943,18.677259595542704,3.400254244920026,-2.120879120879116,-0.6912699297580479
ENR,ENRIN,Siemens Energy India Ltd,Utilities,Power Generation,88371.30331575,2481.5,80.33024571925277,,20.170110085077486,-6.181474480151229,5.286605286605282
MANKI,MANKIND,Mankind Pharma Ltd,Health Care,Pharmaceuticals,86722.08952575999,2100.8,43.55792659107169,16.49239955152361,5.95284308168625,-3.9546472820372145,-0.7605460815343147
SWIG,SWIGGY,Swiggy Ltd,Communication Services,Online Services,85073.8546158,327.65,-27.295256229401957,-34.61005665997628,8.324667338174407,-17.437318886229065,1.2828438948995293
OILI,OIL,Oil India Ltd,Energy,Oil & Gas - Exploration & Production,83729.636041725,514.75,12.781335786174616,12.20691150379075,1.5305440381408368,28.063191939295937,4.9439347604485215
SRFL,SRF,SRF Ltd,Materials,Diversified Chemicals,83588.83640175,2819.9,66.82936759602019,10.377669235128307,6.620268679551251,-8.432913365372121,0.10294639687611257
JSWE,JSWENERGY,JSW Energy Ltd,Utilities,Power Generation,82791.9263907,459.0,42.43802899738069,7.788092847604656,2.846544803094785,-3.9648498796945266,2.857142857142857
INED,NAUKRI,Info Edge (India) Ltd,Communication Services,Online Services,82113.56655865,1268.3,85.34471756568692,2.8114309825456574,2.230354773125379,-7.376031548966625,-2.430956227402118
ABBW,POWERINDIA,Hitachi Energy India Ltd,Industrials,Heavy Electrical Equipments,81665.4834886,18322.0,212.68160708526528,13.777588007133115,19.379058327523488,-0.42391304347826086,3.6136402194197816
GETD,GVT&D,GE Vernova T&D India Ltd,Industrials,Heavy Electrical Equipments,80856.93528765,3157.9,132.9162383700458,40.339516917823005,45.60175921835082,3.43596462495906,8.70567986230637
HVEL,HAVELLS,Havells India Ltd,Industrials,Electrical Components & Equipments,79906.24910238001,1273.9,54.274550081086176,18.65068632412641,9.57997080703803,-10.16220028208744,-1.0024867889337787
NHPC,NHPC,NHPC Ltd,Utilities,Renewable Energy,79536.58558599,79.18,26.45338051265684,6.754920883264092,1.7610982423686523,1.3958253297477312,0.36760045633160887
WAARE,WAAREEENER,Waaree Energies Ltd,Industrials,Renewable Energy Equipment & Services,79058.10273925,2748.5,42.33614978084381,27.174348814044496,8.239270009760007,-9.011156354487365,-0.04000581902821898
NALU,NATIONALUM,National Aluminium Co Ltd,Materials,Metals - Aluminium,78763.954185495,428.85,14.951566302101963,32.72670005432768,4.423589317955355,38.115942028985515,5.589068078296208
BHARI,BHARTIHEXA,Bharti Hexacom Ltd,Communication Services,Telecom Services,77985.0,1559.7,52.21277450455281,28.258977560827915,13.146271977883043,-14.798426745329394,1.59588327253778
NTP,NTPCGREEN,Ntpc Green Energy Ltd,Utilities,Renewable Energy,77800.301833877,92.33,163.62476199603995,3.840029978529651,4.198119262487036,-0.37764350453173123,-1.3252110719247567
LEN,LENSKART,Lenskart Solutions Ltd,Consumer Discretionary,Retail - Speciality,77085.05491271999,446.2,260.774881301487,4.9422677585578745,12.42071276048191,-1.1957484499557205,2.187106378106037
POLI,POLICYBZR,PB Fintech Ltd,Communication Services,Online Services,76011.92228664001,1645.2,215.32512474615422,5.733339071923765,11.807090332851805,-13.93596986817325,-0.47789002480187914
MEES,MEESHO,Meesho Ltd,Consumer Discretionary,Retail - Online,75901.837158,168.18,-19.25606834546427,-214.50549091740226,52.50832721650338,-14.629441624365478,-0.005945656697776863
BOI,BANKINDIA,Bank of India Ltd,Financials,Public Banks,75078.04577820601,164.91,7.8629916360020715,12.594233044515136,0.928180541726449,18.223528568356144,-1.4521333811401977
PAY,PAYTM,One 97 Communications Ltd,Communication Services,Online Services,74726.64344935,1168.1,-113.44564057894324,-4.655864006644172,4.982739559604857,-11.507575757575765,-0.7561597281223527
NMDC,NMDC,NMDC Ltd,Materials,Mining - Iron Ore,74378.776473,84.6,11.388521637934604,23.586202189270537,2.5037306291946924,1.8663455749548432,3.7782139352306165
AUFI,AUBANK,AU Small Finance Bank Ltd,Financials,Consumer Finance,73835.9897892,987.9,35.060989581420095,14.169028810643404,4.301219995071735,1.6096682951915635,2.6549592144230223
HCPR,HINDCOPPER,Hindustan Copper Ltd,Materials,Mining - Copper,73498.6606401,760.05,158.02085620936538,18.807811517520104,27.621522120206535,45.32504780114722,19.99526365645721
BAJAH,BAJAJHFL,Bajaj Housing Finance Ltd,Financials,Consumer Finance,73308.882976812,88.02,33.8937921202145,13.442385558866773,3.6752202346648053,-7.298578199052139,-1.2786002691790048
SBIC,SBICARD,SBI Cards and Payment Services Ltd,Financials,Payment Infrastructure,73210.23013476,769.35,38.201757523056095,14.818128219750069,5.312125782178131,-10.629029447638962,-1.6679447852760678
LTFH,LTF,L&T Finance Ltd,Financials,Consumer Finance,72373.57636954001,289.15,27.376279994227723,10.755524255829686,2.8236603148648993,-3.9528317555223498,-0.08638562543192814
IDFB,IDFCFIRSTB,IDFC First Bank Ltd,Financials,Private Banks,71765.374635285,83.47,48.1533697690372,4.232183850598695,1.8808519871769116,-2.145369284876903,0.6511515736162933
RAIV,RVNL,Rail Vikas Nigam Ltd,Financials,Specialized Finance,71193.0113145,341.45,55.55920626390087,14.009613508110489,7.43840110024961,-13.981609774530797,-0.3065693430656968
FED,FEDERALBNK,Federal Bank Ltd,Financials,Private Banks,70830.50843728,287.6,17.031313644497025,12.53060082007938,1.9978644592048493,10.297219558964533,1.1074002460889556
