sid,ticker,name,sector,subindustry,market_cap,last_price,pe,roe,pb,4w_return_pct,1d_return_pct
RELI,RELIANCE,Reliance Industries Ltd,Energy,Oil & Gas - Refining & Marketing,1900771.1061716399,1402.5,27.291108232420743,7.197219819635489,1.882648729501459,-10.714285714285712,-0.14950875694147153
HDBK,HDFCBANK,HDFC Bank Ltd,Financials,Private Banks,1415913.1568739698,918.7,20.00096277309973,14.047097534079553,2.6310829465282852,-7.202020202020197,-0.17927962188297683
BRTI,BHARTIARTL,Bharti Airtel Ltd,Communication Services,Telecom Services,1199822.71354739,2002.2,35.75572589029682,25.908885247977484,7.8180797232733,-5.009962994591524,0.3055959120284623
TCS,TCS,Tata Consultancy Services Ltd,Information Technology,IT Services & Consulting,1129784.00837068,3150.4,23.269087561441726,51.90336201827997,11.79672352142799,-4.686412731068287,0.8902837379107212
ICBK,ICICIBANK,ICICI Bank Ltd,Financials,Private Banks,964866.4325724,1345.5,18.908131241230997,17.044528468970086,2.935020547447673,-0.7670182166826529,-0.25945144551519644
SBI,SBIN,State Bank of India,Financials,Public Banks,949507.47798389,1048.35,12.24202161030363,16.57966960572751,1.8799797846522206,6.843660823481437,1.9151314830116966
INFY,INFY,Infosys Ltd,Information Technology,IT Services & Consulting,669319.0159708799,1663.5,25.05592842327256,28.931464714291902,6.95736116307059,-1.3988500978009548,0.5500483558994143
BJFN,BAJFINANCE,Bajaj Finance Ltd,Financials,Consumer Finance,582005.34912275,942.85,34.98086582994348,18.946202587861993,5.882591914125761,-6.295965016895251,0.7049399198931934
HLL,HINDUNILVR,Hindustan Unilever Ltd,Consumer Staples,FMCG - Household Products,556383.2108416,2390.6,52.24746087347168,21.08044975849236,11.21536839770203,4.6718332676561936,0.954391891891888
LART,LT,Larsen and Toubro Ltd,Industrials,Construction & Engineering,518112.5354388,3793.8,34.45559255992677,13.798467139801561,4.489566844305139,-7.112601914648777,0.7248108323377189
LIC,LICI,Life Insurance Corporation Of India,Financials,Insurance,512040.18888445495,819.3,10.596785843235223,45.93116095254424,4.015886201889846,-3.5947520150614896,1.2043727997035392
MRTI,MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,Four Wheelers,495812.859198,15765.0,34.19351865477719,15.945158209526376,5.151843042210143,-4.029950690935655,-0.03170577045022194
HCLT,HCLTECH,HCL Technologies Ltd,Information Technology,IT Services & Consulting,455202.10612425,1703.1,26.17608430846751,25.213129965783217,6.5334075771712135,2.9063444108761276,1.2243684992570525
MAHM,M&M,Mahindra and Mahindra Ltd,Consumer Discretionary,Four Wheelers,426412.4446724,3573.7,32.98082965344842,14.972524720571585,4.5765533899625925,-0.6670928648858994,0.5741142036979606
KTKM,KOTAKBANK,Kotak Mahindra Bank Ltd,Financials,Private Banks,419337.0031868,426.0,18.95223685750558,15.394079141994343,2.6626372080829595,-1.6665897234661435,1.0436432637571103
ITC,ITC,ITC Ltd,Consumer Staples,FMCG - Tobacco,406886.724147975,324.85,11.710106106634658,47.831412813357964,5.779810093135892,-19.34202358783364,0.030792917628952345
AXBK,AXISBANK,Axis Bank Ltd,Financials,Private Banks,399008.69872827,1294.8,14.222318099207955,16.245299058540695,2.123848309694564,4.893065456902128,0.770487975717944
SUN,SUNPHARMA,Sun Pharmaceutical Industries Ltd,Health Care,Pharmaceuticals,386988.7373113,1634.2,35.40921593399785,15.65631695122816,5.338810311671436,-6.649148863246879,1.3206026412052796
TITN,TITAN,Titan Company Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",361843.5024592,4018.6,108.4337735868145,31.755245753437695,31.129000555677905,1.8037189035821,-1.4855854089037044
ULTC,ULTRACEMCO,UltraTech Cement Ltd,Materials,Cement,359759.808639,12364.0,59.57166016830292,9.001721460300363,4.868635133643944,7.719114828367311,1.0874008666503148
NTPC,NTPC,NTPC Ltd,Utilities,Power Generation,328426.08195858,342.45,14.021844074387584,13.149637260833101,1.718404544968604,6.8486739469578755,1.1071744906997343
APSE,ADANIPORTS,Adani Ports and Special Economic Zone Ltd,Industrials,Ports,317623.80125028,1414.2,28.63459471023437,18.517618582608744,4.8773116548307565,-5.883135897777177,2.5823298998984576
BJFS,BAJAJFINSV,Bajaj Finserv Ltd,Financials,Insurance,312930.55601268,1993.1,35.27047138937661,7.641623481633527,2.436504318301126,-2.499755405537625,1.6939639777539577
ONGC,ONGC,Oil and Natural Gas Corporation Ltd,Energy,Oil & Gas - Exploration & Production,304908.227115822,244.01,8.41692690019823,9.872627096488188,0.8147504358111071,4.478698351530713,0.6766514007509123
HZNC,HINDZINC,Hindustan Zinc Ltd,Materials,Mining - Diversified,294737.126845,668.25,28.468765270453012,72.59913747764804,22.117449110385714,11.375,-4.200415740807104
BAJE,BEL,Bharat Electronics Ltd,Information Technology,Electronic Equipments,294328.244549685,417.3,55.309886900854835,29.289197137260363,14.72168995333252,5.699088145896656,3.6383956289581607
JSTL,JSWSTEEL,JSW Steel Ltd,Materials,Iron & Steel,286901.6064453,1184.4,81.8783123416952,4.338190687251613,3.510358576352625,9.463955637707956,0.8343265792610406
HIAE,HAL,Hindustan Aeronautics Ltd,Industrials,Aerospace & Defense Equipments,284858.0235,4353.2,34.05710139608064,26.0861496986136,8.142250659350806,0.7708511771105855,2.20218810161056
ADAN,ADANIPOWER,Adani Power Ltd,Utilities,Power Generation,265415.253224915,140.92,20.51317499460267,25.585441251409144,4.590995130519558,-1.3096155192940715,2.390467194652323
VDAN,VEDL,Vedanta Ltd,Materials,Metals - Diversified,264263.97440079,678.65,17.63170365631105,31.283003903070277,4.916264662452142,15.968899521531087,0.2955737826054829
ZOM,ETERNAL,Eternal Ltd,Communication Services,Online Services,258329.33136045,275.9,490.1884845549336,2.078239608801956,8.52290766613164,-4.11815812337099,-2.6807760141093553
BAJA,BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Two Wheelers,256518.6673018,9370.0,35.02090415643983,22.835842276921877,7.289791973338068,3.759481756270417,2.080836692450158
COAL,COALINDIA,Coal India Ltd,Materials,Mining - Coal,255167.76637943502,423.2,7.216658513322948,38.53066095781682,2.5529365167907803,9.75103734439833,2.209878034053853
ASPN,ASIANPAINT,Asian Paints Ltd,Materials,Paints,255091.53156799,2703.8,69.55973079626582,18.576375037896323,12.71702954865709,-3.1832993160740375,1.6045996016684934
ADEL,ADANIENT,Adani Enterprises Ltd,Industrials,Commodities Trading,253133.9940753,2086.4,35.59271903600416,14.13111531329148,4.4825921180953925,-7.431563068459115,2.6670603287078065
WIPR,WIPRO,Wipro Ltd,Information Technology,IT Services & Consulting,250935.644270145,240.65,19.103768767616153,16.609532961995853,3.021693669435196,-10.465808467891945,0.4591943226883716
NEST,NESTLEIND,Nestle India Ltd,Consumer Staples,FMCG - Foods,247441.2935424,1306.0,77.14243202603832,87.26829998231547,61.702826919886974,5.043030644253201,1.7768079800498717
AVEU,DMART,Avenue Supermarts Ltd,Consumer Discretionary,Retail - Department Stores,237953.56097556002,3724.1,87.86994223660061,13.4982419517078,11.10546938985285,-2.5869735809573657,1.8431919490250799
PGRD,POWERGRID,Power Grid Corporation of India Ltd,Utilities,Power Transmission & Distribution,237909.44569002002,259.25,15.327794694952269,17.264467549594038,2.567474973940678,-1.3508371385083757,1.348709929632521
TISC,TATASTEEL,Tata Steel Ltd,Materials,Iron & Steel,230208.805147581,189.1,67.30247979031793,3.722284541241344,2.5199978057326877,11.556840304406823,2.543246027872674
IOC,IOC,Indian Oil Corporation Ltd,Energy,Oil & Gas - Refining & Marketing,224273.50799880602,159.05,16.493318644638045,7.172090313914273,1.1740552659473702,-2.0929516774391983,0.14481803299333723
HALC,HINDALCO,Hindalco Industries Ltd,Materials,Metals - Aluminium,209923.18193792,944.45,13.119378909938128,13.921297383829684,1.6967465663704624,9.928417622068332,0.5589863713798977
SBIL,SBILIFE,SBI Life Insurance Company Ltd,Financials,Insurance,206121.64490252,2022.0,85.41070107426326,15.133296607408782,12.13526038041726,-0.08400454612838096,-1.6249878369173927
EICH,EICHERMOT,Eicher Motors Ltd,Industrials,Trucks & Buses,195849.655218,7049.0,41.36701599724574,24.068108348274933,9.19633494618127,-2.638121546961326,-1.2745098039215685
INGL,INDIGO,Interglobe Aviation Ltd,Industrials,Airlines,187786.6258535,4909.0,25.871628162336066,127.73588392126491,20.04511281286694,-4.139816442101152,1.0602161605764282
GRAS,GRASIM,Grasim Industries Ltd,Materials,Cement,185595.879765685,2787.6,50.08416262755709,2.4973131852977937,1.1759686719406381,-1.879619852164734,1.900862699225033
SRTR,SHRIRAMFIN,Shriram Finance Ltd,Financials,Consumer Finance,185514.7538736,1005.5,19.417861533250576,18.001194763727987,3.2852017922777175,9.103732638888888,1.9776876267748478
HYU,HYUNDAI,Hyundai Motor India Ltd,Consumer Discretionary,Four Wheelers,185234.994567,2277.8,32.8418030798444,41.83810471876841,11.366578665980215,-1.214329083181542,-0.08334429968853956
LRTI,LTIM,LTIMindtree Ltd,Information Technology,IT Services & Consulting,173256.1522452,5947.0,37.67502821345164,21.520477140898358,7.628564922845255,-4.657314629258517,1.7624914442162902
TVSM,TVSMOTOR,TVS Motor Company Ltd,Consumer Discretionary,Two Wheelers,171065.8551374,3570.1,76.5203596134303,26.37303003884767,18.117026428750705,-2.8544217687074855,-0.8856191004997249
JIO,JIOFIN,Jio Financial Services Ltd,Financials,Consumer Finance,167246.453225475,262.6,103.71294205314125,1.2279655311608273,1.3542604538611693,-12.144529943124777,-0.24691358024690493
TEML,TECHM,Tech Mahindra Ltd,Information Technology,IT Services & Consulting,165253.25940015,1687.4,38.86940124665409,15.477306442658621,5.946137134473601,3.5723054259759417,0.04150115610363701
VARB,VBL,Varun Beverages Ltd,Consumer Staples,Soft Drinks,161659.0631582,487.1,62.30500692126846,21.781458426900265,9.65726044037984,2.042526448098879,1.9037656903765738
TMC,TMCV,Tata Motors Ltd,Industrials,Trucks & Buses,160126.179754905,444.9,-2001577.2469363124,,8006308.987745248,11.643663739021326,2.3111417730251707
DIVI,DIVISLAB,Divi's Laboratories Ltd,Health Care,Labs & Life Sciences Services,159546.61658,6071.0,72.81908561387495,15.353889278206026,10.658468607121383,-5.905145691258524,1.0149750415973378
MUTT,MUTHOOTFIN,Muthoot Finance Ltd,Financials,Consumer Finance,156837.67483416002,3861.9,29.409563844331785,19.13236554797988,5.229112989195876,2.1369442754753956,-1.1442174781139565
HDFL,HDFCLIFE,HDFC Life Insurance Company Ltd,Financials,Insurance,156247.80121896,725.1,86.28566131308476,11.75057493342192,9.672019596806365,-5.4073445959167605,0.10354110581901015
BOB,BANKBARODA,Bank of Baroda Ltd,Financials,Public Banks,154649.58596299498,305.3,7.465101748812532,15.432291114562467,1.046695792589719,4.215736473800998,2.0899515131248956
DLF,DLF,DLF Ltd,Real Estate,Real Estate,152887.62752108998,613.3,35.00479151599496,10.65509271993563,3.593110153627643,-11.628242074927961,-0.7042823605601916
BPCL,BPCL,Bharat Petroleum Corporation Ltd,Energy,Oil & Gas - Refining & Marketing,152693.70065016,354.15,11.449265413480964,16.987159340205537,1.8762109327789902,-3.039014373716639,0.6250887910214487
TATAC,TATACAP,Tata Capital Ltd,Financials,Consumer Finance,152136.10628608,358.2,41.51438504147181,12.432532833498007,4.4263390581635935,10.079901659496008,-0.05580357142856826
IRF,IRFC,Indian Railway Finance Corp Ltd,Financials,Specialized Finance,150470.778084,117.02,23.142229788372802,12.768254607873,2.8569802382747507,2.397619880994045,1.6327948584332077
ADNA,ADANIGREEN,Adani Green Energy Ltd,Utilities,Renewable Energy,144737.36873985,904.3,100.23363486139198,7.216211488968292,6.411968667870909,-11.715317777994729,2.913394787754627
PIDI,PIDILITIND,Pidilite Industries Ltd,Materials,Diversified Chemicals,144698.58106976,1452.8,69.69260830624594,22.355485424583982,14.531238056526771,-0.2677284272671168,2.180334786889858
PNBK,PNB,Punjab National Bank,Financials,Public Banks,142501.003579932,125.16,7.710972261795239,15.10358892991322,1.065297520400544,3.9534883720930156,0.9436244858456341
ICIAI,ICICIAMC,ICICI Prudential Asset Management Company Ltd,Financials,Asset Management,140532.5249916,2783.1,53.01793703892614,82.83597248655424,39.9587496492974,8.359289830244503,-2.1172581155699457
BRIT,BRITANNIA,Britannia Industries Ltd,Consumer Staples,FMCG - Foods,139763.828754,5932.0,64.14921938652334,52.20177924943753,31.89993626441346,-2.458275096604456,2.231796639379578
CHLA,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Financials,Consumer Finance,137389.11346758,1664.0,32.23053779707227,19.706471717743526,5.804677549436829,1.7737003058103975,2.2238604251136533
CNBK,CANBK,Canara Bank Ltd,Financials,Public Banks,136749.13839576,154.68,7.796589456422349,17.56242182971462,1.2827459998311543,3.416460520157795,2.600159193420016
TORP,TORNTPHARM,Torrent Pharmaceuticals Ltd,Health Care,Pharmaceuticals,134762.2052992,4020.5,70.50998315196856,26.459073402903353,17.753617299507685,5.902960699610155,0.9719222462202978
TREN,TRENT,Trent Ltd,Consumer Discretionary,Retail - Apparel,133819.69981884,3803.8,86.51837424927574,31.93739385398443,23.967592958154228,-6.60479277155765,1.0466475401126365
ABUJ,AMBUJACEM,Ambuja Cements Ltd,Materials,Cement,133144.77164247,546.6,31.948892157149555,7.269580094674474,2.0865351631803524,0.895246885094605,1.4759120022278003
UNBK,UNIONBANK,Union Bank of India Ltd,Financials,Public Banks,131656.795903929,174.78,7.303327677208419,17.052274176053217,1.1565674875567045,13.192150767437345,1.3393633675421825
GOCP,GODREJCP,Godrej Consumer Products Ltd,Consumer Staples,FMCG - Personal Products,125091.65002725,1246.0,67.53314799290074,15.05782544774939,10.420900008268132,4.9351524338891615,1.9222903885480573
TAMO,TMPV,Tata Motors Passenger Vehicles Ltd,Consumer Discretionary,Four Wheelers,124923.091829025,347.3,4.488792376177686,25.786664689967015,1.0176702333856738,-2.0310296191819432,2.372881355932207
BJAT,BAJAJHLDNG,Bajaj Holdings and Investment Ltd,Financials,Asset Management,118115.802163,10735.0,18.114059163092136,9.614664808907161,1.6253932851615254,-3.7047003946896306,1.1495335908791104
PWFC,PFC,Power Finance Corporation Ltd,Financials,Specialized Finance,118028.1394464,364.7,5.133709488547816,15.886201316407677,0.7607100285720308,7.3752392168408685,1.9712008947294875
MOSS,MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,Auto Parts,115586.06700516699,111.33,30.39339127140863,11.639936336924583,3.113135919985106,-7.885156379281814,1.5136318045044193
TACN,TATACONSUM,Tata Consumer Products Ltd,Consumer Staples,Tea & Coffee,115144.18275184,1175.2,90.06404745660046,6.5855655541856395,5.383009249605662,-0.8270042194092788,0.9969061533173029
INBA,INDIANB,Indian Bank,Financials,Public Banks,114566.021403955,896.75,10.173274128861953,17.085789126527192,1.6013110241164528,14.483595046597733,5.4317794368349945
SLIN,SOLARINDS,Solar Industries India Ltd,Materials,Commodity Chemicals,113465.4799645,12901.0,93.81654316419167,30.322532928344273,24.937906592753283,7.463556851311953,2.8869925831406014
TTPW,TATAPOWER,Tata Power Company Ltd,Utilities,Power Transmission & Distribution,111629.187074445,353.3,28.111102259996287,9.812350836391074,2.6200319737399904,-7.476757889223519,1.1306712466008269
CUMM,CUMMINSIND,Cummins India Ltd,Industrials,Industrial Machinery,110899.404,4067.8,55.45136554096617,28.220396621352783,14.666517311608962,-8.244422890397672,1.677206488864458
HROM,HEROMOTOCO,Hero MotoCorp Ltd,Consumer Discretionary,Two Wheelers,110815.2008062,5488.5,25.309057208483296,23.515776346409897,5.71091974971256,-4.696996006251085,-0.9027715085311907
CIPL,CIPLA,Cipla Ltd,Health Care,Pharmaceuticals,110632.42545408,1370.4,20.982836566590557,18.152441369299986,3.53579665393322,-9.634025717111765,0.058411214953284316
VODA,IDEA,Vodafone Idea Ltd,Communication Services,Telecom Services,109643.151421012,10.18,-4.004000650796177,,-1.559198515092562,-15.37822111388196,0.5928853754940762
BHRI,INDUSTOWER,Indus Towers Ltd,Communication Services,Telecom Infrastructure,109177.3934712,419.2,10.992820309836182,33.36306269536138,3.3594801411519986,2.0572124163116223,1.2560386473429925
ADAI,ADANIENSOL,Adani Energy Solutions Ltd,Utilities,Power Infrastructure,108031.34799506,924.8,101.91925054016629,5.774139240771803,4.694716760188709,-6.311417282950063,2.835538752362949
GAIL,GAIL,Gail (India) Ltd,Utilities,Gas Distribution,107708.422204404,163.57,8.651417870520323,15.328843449116606,1.2635830089694946,-3.708718431741927,0.5470863044012702
BSEL,BSE,BSE Ltd,Financials,Stock Exchanges & Ratings,107070.78136176,2708.6,80.75389463813744,33.021931768936874,23.39986917012916,0.5009090571778413,3.035605599513075
ASOK,ASHOKLEY,Ashok Leyland Ltd,Industrials,Trucks & Buses,106457.739900448,190.28,34.26604219790396,22.46465493710106,6.71875547656767,7.941910596777853,4.987861399249609
HDFA,HDFCAMC,HDFC Asset Management Company Ltd,Financials,Asset Management,106049.1826192,2498.9,43.10609449644133,32.36027622492601,13.044195948482104,-5.666289165722911,0.9248788368336063
JNSP,JINDALSTEL,Jindal Steel Ltd,Materials,Iron & Steel,105961.21042158,1076.0,37.68005405922903,6.102052544879872,2.234557779858083,7.610761076107613,3.32245054734011
IDBI,IDBI,IDBI Bank Ltd,Financials,Private Banks,105588.5893585,100.01,13.837394273176537,13.504319941102972,1.708971343126344,1.3991686099564127,1.843177189409371
POLC,POLYCAB,Polycab India Ltd,Industrials,Electrical Components & Equipments,105006.6182925,6999.0,51.98398909518901,22.25854882742018,10.599448691050593,-7.291873634015498,0.34408602150537637
BOSH,BOSCHLTD,Bosch Ltd,Consumer Discretionary,Auto Parts,103611.15732,35710.0,51.41482598253273,15.579315196635518,7.500825821490882,-0.6123016977456165,1.6510105323085682
SIEM,SIEMENS,Siemens Ltd,Industrials,Conglomerates,102722.95966725,2928.2,48.81805896171948,19.08944620508895,6.685037821389293,-6.381482191956018,1.5149939330906506
ABB,ABB,ABB India Ltd,Industrials,Heavy Electrical Equipments,99755.86753125,4755.5,53.298640513800784,28.75023041474651,14.098972147334425,-8.512889572912659,1.0196494954859268
GROWO,GROWW,Billionbrains Garage Ventures Ltd,Financials,Investment Banking & Brokerage,99561.592868137,166.23,54.57343554349854,49.31949019549534,20.505121640246937,-1.7437049296607263,3.075587524028015
GMRI,GMRAIRPORT,GMR Airports Ltd,Industrials,Construction & Engineering,99085.430333568,95.1,-252.22204488626113,,-55.78035315876268,-6.737275669314509,1.3427109974424456
SHCM,SHREECEM,Shree Cement Ltd,Materials,Cement,98753.007276,27430.0,87.95479686489638,5.305775454036823,4.576449509790292,6.7315175097276265,0.21921812203142127
APLH,APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Health Care,Hospitals & Diagnostic Centres,98154.59610105,6797.0,67.88477495058446,15.70051850042076,8.844349982073346,-3.362479562095685,-0.4321394565297004
LOD,LODHA,Lodha Developers Ltd,Real Estate,Real Estate,97900.41687426,945.5,35.41598845069639,14.621980312190889,4.831486792393032,-13.494967978042085,-3.5400938583962502
LUPN,LUPIN,Lupin Ltd,Health Care,Pharmaceuticals,97786.92040042,2163.2,29.798368001298133,20.725279305793272,5.654269770209346,1.7784887550578585,1.0510580651188863
MAXE,MAXHEALTH,Max Healthcare Institute Ltd,Health Care,Hospitals & Diagnostic Centres,97708.80641235999,998.8,90.81756925712905,12.096007591203781,10.415751035070308,-7.071082992184593,-0.5377414857598178
PERS,PERSISTENT,Persistent Systems Ltd,Information Technology,Software Services,97603.6053914,6320.5,69.70889426308426,24.832620659443542,15.445881338772947,-1.702954898911353,1.2576097404677988
MRCO,MARICO,Marico Ltd,Consumer Staples,FMCG - Personal Products,96837.797875245,751.75,59.446161986031306,38.62477771191464,22.699905737282,1.546670268809948,0.5080553512935295
REDY,DRREDDY,Dr Reddy's Laboratories Ltd,Health Care,Pharmaceuticals,96344.7909468,1217.5,17.036797041042583,18.188806443001386,2.8397339892476285,-4.801000860114168,5.2108537849982675
UNSP,UNITDSPR,United Spirits Ltd,Consumer Staples,Alcoholic Beverages,96010.312596,1338.4,60.68919885967131,20.7816091954023,11.847274505923002,-4.936430144186376,1.393939393939401
MAZ,MAZDOCK,Mazagon Dock Shipbuilders Ltd,Industrials,Shipbuilding,94044.0132,2369.0,38.96566129827514,34.033003486482386,11.844513166445845,-2.3978246539222074,1.6127648623144852
RECM,RECLTD,REC Limited,Financials,Specialized Finance,93690.10992,366.2,5.898309828049582,21.50494383837246,1.1953919337103693,7.295634339290939,2.9229904440696957
ICIR,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,Insurance,93688.46889057,653.15,79.02732040840341,10.336562564575132,7.850695160340628,0.5697128339363972,0.9349405037861156
LGE,LGEINDIA,LG Electronics India Ltd,Consumer Discretionary,Home Electronics & Appliances,93222.60031728001,1377.8,42.30967545511816,45.23188283814492,15.614731291953165,-12.559497366249925,0.32037279743700764
IHTL,INDHOTEL,Indian Hotels Company Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",93035.53035671999,656.55,48.77124033818587,16.92302096492598,7.493432087245006,-10.190821421243418,0.4513463892288757
DABU,DABUR,Dabur India Ltd,Consumer Staples,FMCG - Personal Products,91557.88667864,525.35,51.796974863879875,16.432873742524407,8.167329453432838,6.206408571717385,1.7725687717938738
ICIL,ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,Insurance,91378.58750688001,1824.7,36.43063103025574,18.795609020099874,6.308423546764037,-6.464014763174078,-0.5396271666848286
HPCL,HINDPETRO,Hindustan Petroleum Corp Ltd,Energy,Oil & Gas - Refining & Marketing,91294.225091885,427.7,13.553784327075963,13.737125460048919,1.7850326026988543,-8.893385877090212,-0.31464864234938184
ADTB,ABCAPITAL,Aditya Birla Capital Ltd,Financials,Diversified Financials,90630.504306625,354.5,27.197419307456958,10.928357101266007,2.801816682096977,1.8385521401895941,2.3826714801444044
CGPO,CGPOWER,CG Power and Industrial Solutions Ltd,Industrials,Heavy Electrical Equipments,90602.70884577,574.25,92.96399430101582,27.623150615044494,22.439576891832584,-14.507964865267237,-0.1825134712323926
CADI,ZYDUSLIFE,Zydus Lifesciences Ltd,Health Care,Pharmaceuticals,88171.25337375,885.3,19.48320702104741,18.677259595542704,3.3450912564400728,-4.240129799891839,1.0328102710413642
BHEL,BHEL,Bharat Heavy Electricals Ltd,Industrials,Heavy Electrical Equipments,87869.868763425,251.55,164.58113647391852,2.172055342456723,3.5542957720290222,-9.154929577464776,-0.3170200118882437
SWIG,SWIGGY,Swiggy Ltd,Communication Services,Online Services,86865.4297626,320.3,-27.870068583996414,-34.61005665997628,8.499976981493205,-21.982706125928633,-4.259452996562547
MANKI,MANKIND,Mankind Pharma Ltd,Health Care,Pharmaceuticals,86651.91266352,2147.0,43.52267884011738,16.49239955152361,5.948025948575594,-1.3191156869053555,2.281930351102858
INED,NAUKRI,Info Edge (India) Ltd,Communication Services,Online Services,86295.96535995,1319.5,89.69169285130025,2.8114309825456574,2.343956380271874,-2.6199261992619927,-1.0053267311876428
JSWE,JSWENERGY,JSW Energy Ltd,Utilities,Power Generation,83452.68259626,492.35,42.77672374980651,7.788092847604656,2.8692628654113146,3.2504980601866413,3.045207199665134
HVEL,HAVELLS,Havells India Ltd,Industrials,Electrical Components & Equipments,82547.0004072,1311.8,56.068221922214775,18.65068632412641,9.896570831354145,-7.807997751071764,-0.3191489361702162
BHARI,BHARTIHEXA,Bharti Hexacom Ltd,Communication Services,Telecom Services,82280.0,1624.6,55.08837707552228,28.258977560827915,13.870298882351948,-9.73441493499278,-1.276130286825474
ENR,ENRIN,Siemens Energy India Ltd,Utilities,Power Generation,80159.16447045,2202.8,72.8653435782656,,18.295748857747697,-18.111524163568767,-2.136923008574344
SRFL,SRF,SRF Ltd,Materials,Diversified Chemicals,79349.96140425,2735.9,63.440382324829415,10.377669235128307,6.284548114575249,-11.48819152377871,2.20404198886772
PAY,PAYTM,One 97 Communications Ltd,Communication Services,Online Services,79064.00020465,1260.5,-120.03036314657646,-4.655864006644172,5.271952591144289,-6.002982848620433,1.990452301966171
MEES,MEESHO,Meesho Ltd,Consumer Discretionary,Retail - Online,78424.677387,169.45,-19.896105341844017,-214.50549091740226,54.25360934957661,-22.55484460694699,-2.4860447718248384
POLI,POLICYBZR,PB Fintech Ltd,Communication Services,Online Services,76863.61413124,1714.6,217.73778117118465,5.733339071923765,11.93938540239398,-9.33798646362099,3.0594458135481073
NHPC,NHPC,NHPC Ltd,Utilities,Renewable Energy,76462.80493566,77.45,25.431059921993413,6.754920883264092,1.6930386235046955,0.7283131746651089,1.7472411981082479
LEN,LENSKART,Lenskart Solutions Ltd,Consumer Discretionary,Retail - Speciality,75478.39643964,440.65,255.339636128686,4.9422677585578745,12.161831925267922,-5.0527903469080035,0.8583199816891738
NTP,NTPCGREEN,Ntpc Green Energy Ltd,Utilities,Renewable Energy,75289.25559251501,91.17,158.3436855230821,3.840029978529651,4.0626227239598895,1.052981600532036,2.0369334079462873
SBIC,SBICARD,SBI Cards and Payment Services Ltd,Financials,Payment Infrastructure,74575.120838,789.1,38.913969786214814,14.818128219750069,5.411162092830213,-9.491311578826632,0.6890391731529892
ABBW,POWERINDIA,Hitachi Energy India Ltd,Industrials,Heavy Electrical Equipments,74386.8166107,16847.0,193.7257581402681,13.777588007133115,17.651845018449922,-9.058029689608636,0.9467313799508659
AUFI,AUBANK,AU Small Finance Bank Ltd,Financials,Consumer Finance,74359.1722252,1000.55,35.309422547378134,14.169028810643404,4.3316973105545795,1.6612477138792836,0.567896270982006
BAJAH,BAJAJHFL,Bajaj Housing Finance Ltd,Financials,Consumer Finance,74241.693121484,90.55,34.325069638672126,13.442385558866773,3.7219851365373864,-5.735998334374354,1.581781467354719
BOI,BANKINDIA,Bank of India Ltd,Financials,Public Banks,71695.41355376801,166.42,7.50872550383607,12.594233044515136,0.8863614802685174,16.1420894689092,5.676911353822707
INBK,INDUSINDBK,Indusind Bank Ltd,Financials,Private Banks,70673.87679998,902.45,27.440304711607087,4.022937562112823,1.0900460487185453,7.090304972113445,-0.5181061566444284
OILI,OIL,Oil India Ltd,Energy,Oil & Gas - Exploration & Production,70521.580778805,436.45,10.765125070609043,12.20691150379075,1.2891061053636907,7.685664939550944,0.6688963210702289
LTFH,LTF,L&T Finance Ltd,Financials,Consumer Finance,70421.25440625999,287.3,26.63778791760667,10.755524255829686,2.747490332309318,-5.103220478943019,2.114803625377639
IDFB,IDFCFIRSTB,IDFC First Bank Ltd,Financials,Private Banks,70071.323518053,84.2,47.01668971587385,4.232183850598695,1.8364537042108184,-0.31964010891440275,3.3002085633664553
WAARE,WAAREEENER,Waaree Energies Ltd,Industrials,Renewable Energy Equipment & Services,69580.3349195,2641.7,37.260740884068106,27.174348814044496,7.251516883248849,-13.793891136927304,9.206283588259604
NYK,NYKAA,Fsn E-Commerce Ventures Ltd,Consumer Discretionary,Wellness Services,69176.83512474,239.45,1046.8649383283973,5.037161260814844,51.52222835620336,-4.008819402685909,-0.9104076143182359
NMDC,NMDC,NMDC Ltd,Materials,Mining - Iron Ore,69138.8532132,78.23,10.586209711668761,23.586202189270537,2.3273448780126547,1.954906816108432,-0.5213631739572693
FED,FEDERALBNK,Federal Bank Ltd,Financials,Private Banks,67992.59382046999,282.2,16.348932351441746,12.53060082007938,1.9178174727258066,4.985119047619039,2.209344440420125
YESB,YESBANK,Yes Bank Ltd,Financials,Private Banks,67966.85208489001,21.63,27.78148690563169,5.437175001680742,1.4208406884088156,-0.9161704076958282,-0.138504155124659
ALKE,ALKEM,Alkem Laboratories Ltd,Health Care,Pharmaceuticals,67631.94225,5758.5,31.231848019838562,18.70984269503711,5.439436612638465,3.1527093596059115,1.8032352161230443
